gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,HasInternet,is_DSL,is_Fiber_optic,MultipleLines_New,Contract_New,OnlineSecurity_New,OnlineBackup_New,DeviceProtection_New,TechSupport_New,StreamingTV_New,StreamingMovies_New,num_services,LTV_Estimate,AVG_Charge_Per_Service,Family_Flag
0,0,1,0,11,1,1,96.2,1222.05,1,0,1,2,0,1,0,0,1,1,0,4,1058.2,24.04,0
0,0,0,0,9,1,1,74.75,706.6,1,0,1,2,0,0,0,0,0,0,0,1,672.75,74.68,0
0,0,0,0,1,1,0,19.55,19.55,0,0,0,1,0,0,0,0,0,0,0,0,19.55,19550.0,0
1,0,0,0,43,1,1,75.35,3161.4,1,0,1,2,0,0,0,0,0,0,0,1,3240.0499999999997,75.27,0
0,0,0,1,1,1,0,25.4,25.4,0,0,0,2,0,0,0,0,0,0,0,0,25.4,25400.0,0
0,0,0,0,1,1,0,79.55,79.55,1,0,1,1,0,0,0,0,0,1,0,2,79.55,39.76,0
1,0,1,0,72,1,0,105.6,7581.5,1,0,1,2,2,1,1,1,1,0,1,6,7603.2,17.6,0
0,0,0,1,4,0,1,57.2,223.75,1,1,0,0,0,1,1,1,0,1,1,6,228.8,9.53,0
0,0,1,1,44,1,0,19.6,780.25,0,0,0,1,0,0,0,0,0,0,0,0,862.4000000000001,19600.0,1
1,0,0,1,1,1,0,19.85,19.85,0,0,0,1,0,0,0,0,0,0,0,0,19.85,19850.0,0
1,0,0,0,52,1,1,109.3,5731.4,1,0,1,2,2,1,0,1,1,1,1,6,5683.599999999999,18.21,0
0,0,1,0,66,1,0,66.9,4370.25,1,1,0,2,2,1,1,1,0,0,0,4,4415.400000000001,16.72,0
1,0,1,0,51,1,1,90.35,4614.55,1,0,1,2,1,0,1,0,0,0,1,3,4607.849999999999,30.11,0
1,0,1,1,13,1,1,64.75,877.35,1,1,0,1,1,0,0,0,0,1,1,3,841.75,21.58,1
1,0,0,1,2,1,1,55.3,108.65,1,1,0,1,0,0,0,0,0,0,1,2,110.6,27.64,0
0,0,0,0,8,1,0,95.65,778.1,1,0,1,2,0,0,0,0,0,1,1,3,765.2,31.87,0
0,1,1,0,72,1,1,84.1,6129.65,1,1,0,2,2,1,1,1,0,1,1,6,6055.2,14.01,0
1,0,0,0,41,1,1,55.7,2237.55,1,1,0,2,0,0,0,1,0,0,0,2,2283.7000000000003,27.84,0
1,1,1,1,65,1,1,85.75,5688.45,1,0,1,2,0,1,1,0,0,0,0,3,5573.75,28.57,1
1,0,1,1,4,1,0,24.1,73.1,0,0,0,2,1,0,0,0,0,0,0,0,96.4,24100.0,1
0,0,0,0,1,0,0,25.25,25.25,1,1,0,0,0,0,0,0,0,0,0,1,25.25,25.22,0
0,0,1,0,3,1,1,19.9,45.75,0,0,0,1,0,0,0,0,0,0,0,0,59.699999999999996,19900.0,0
1,0,0,0,2,1,0,20.05,33.7,0,0,0,1,0,0,0,0,0,0,0,0,40.1,20050.0,0
0,0,0,0,8,1,1,65.5,573.15,1,1,0,2,0,1,1,1,0,0,0,4,524.0,16.37,0
1,0,1,0,71,1,1,105.25,7291.75,1,0,1,1,2,0,1,1,1,1,1,6,7472.75,17.54,0
1,0,1,1,14,1,1,65.45,937.6,1,1,0,1,0,1,1,0,0,1,0,4,916.3000000000001,16.36,1
1,0,0,1,28,1,1,74.9,2068.55,1,0,1,1,0,1,0,0,0,0,0,2,2097.2000000000003,37.43,0
1,0,1,1,43,1,1,91.25,4013.8,1,0,1,2,1,1,0,1,1,0,0,4,3923.75,22.81,1
1,0,0,0,51,1,1,24.6,1266.4,0,0,0,2,1,0,0,0,0,0,0,0,1254.6000000000001,24600.0,0
1,0,0,0,3,1,1,19.65,68.35,0,0,0,1,0,0,0,0,0,0,0,0,58.949999999999996,19650.0,0
1,1,1,0,10,1,1,86.65,856.65,1,0,1,2,0,0,0,0,0,0,1,2,866.5,43.3,0
1,0,0,0,26,1,0,45.45,1233.15,1,1,0,1,0,0,0,0,0,0,0,1,1181.7,45.4,0
0,0,0,1,1,1,0,49.9,49.9,1,1,0,1,0,1,0,0,0,0,0,2,49.9,24.94,0
0,0,0,0,4,0,0,48.25,202.25,1,1,0,0,0,1,0,1,1,0,1,5,193.0,9.65,0
1,0,0,1,9,1,0,20.1,190.25,0,0,0,1,1,0,0,0,0,0,0,0,180.9,20100.0,0
0,0,1,0,64,1,1,94.6,5948.7,1,0,1,2,2,1,0,1,0,1,0,4,6054.4,23.64,0
0,0,1,1,41,1,1,78.35,3211.2,1,1,0,2,1,1,1,1,0,1,0,5,3212.35,15.67,1
0,0,0,0,3,1,1,50.65,151.3,1,1,0,2,0,0,0,0,0,0,0,1,151.95,50.6,0
0,0,1,1,4,1,1,19.95,82.9,0,0,0,1,0,0,0,0,0,0,0,0,79.8,19950.0,1
1,0,1,1,55,1,0,85.5,4713.4,1,0,1,2,0,0,0,0,0,0,1,2,4702.5,42.73,1
0,0,0,0,23,1,0,75.6,1758.6,1,0,1,2,0,0,0,0,0,0,0,1,1738.8,75.52,0
0,1,1,0,6,1,1,84.35,474.9,1,0,1,2,0,0,0,0,0,0,1,2,506.09999999999997,42.15,0
0,1,0,0,10,1,1,84.6,865.55,1,0,1,1,0,0,0,1,0,0,1,3,846.0,28.19,0
1,0,0,0,4,1,1,19.85,63.0,0,0,0,1,0,0,0,0,0,0,0,0,79.4,19850.0,0
0,0,1,0,64,1,1,96.9,6314.35,1,0,1,1,1,1,0,0,1,1,1,5,6201.6,19.38,0
1,0,1,1,27,1,1,54.75,1510.3,1,1,0,1,0,1,1,0,0,0,0,3,1478.25,18.24,1
1,0,1,1,35,1,0,20.05,746.75,0,0,0,1,1,0,0,0,0,0,0,0,701.75,20050.0,1
1,0,0,0,1,1,1,78.95,78.95,1,0,1,1,0,0,0,0,0,1,0,2,78.95,39.46,0
1,0,1,1,35,1,0,20.1,655.3,0,0,0,1,2,0,0,0,0,0,0,0,703.5,20100.0,1
0,0,0,0,70,1,1,111.15,7737.55,1,0,1,2,2,1,1,1,0,1,1,6,7780.5,18.52,0
0,0,0,0,36,1,0,85.85,3003.55,1,1,0,1,1,1,1,1,1,1,1,7,3090.6,12.26,0
1,0,1,1,72,1,1,112.6,8126.65,1,0,1,2,2,1,1,1,1,1,1,7,8107.2,16.08,1
0,0,1,1,44,1,0,94.4,4295.35,1,0,1,2,1,0,1,1,0,0,1,4,4153.6,23.59,1
1,0,0,0,1,1,0,19.3,19.3,0,0,0,1,0,0,0,0,0,0,0,0,19.3,19300.0,0
0,0,1,0,25,1,1,104.95,2566.5,1,0,1,2,0,0,0,1,1,1,1,5,2623.75,20.99,0
1,0,0,0,72,0,1,61.2,4390.25,1,1,0,0,2,1,0,1,1,1,1,6,4406.400000000001,10.2,0
0,0,1,1,71,1,0,64.05,4492.9,1,1,0,1,2,1,1,1,1,0,0,5,4547.55,12.81,1
1,0,0,0,26,1,1,98.65,2537.0,1,0,1,1,0,0,0,1,1,1,1,5,2564.9,19.73,0
0,1,0,0,23,1,1,94.75,2293.6,1,0,1,1,0,0,1,0,0,1,1,4,2179.25,23.68,0
1,0,0,0,2,1,1,95.85,197.7,1,0,1,1,0,0,0,1,0,1,1,4,191.7,23.96,0
0,1,1,0,2,1,0,50.15,115.1,1,1,0,1,0,0,1,0,0,0,0,2,100.3,25.06,0
1,1,0,0,8,1,0,100.3,832.35,1,0,1,1,0,1,0,0,1,1,1,5,802.4,20.06,0
1,0,1,1,68,1,1,105.25,7173.15,1,0,1,1,2,1,1,1,0,1,1,6,7157.0,17.54,1
1,1,1,0,72,1,0,109.7,7898.45,1,0,1,2,2,0,1,1,1,1,1,6,7898.400000000001,18.28,0
1,0,0,0,18,1,0,19.25,331.35,0,0,0,1,0,0,0,0,0,0,0,0,346.5,19250.0,0
1,0,1,1,42,1,0,97.1,4016.75,1,0,1,2,1,1,0,0,0,1,1,4,4078.2,24.27,1
0,0,1,1,8,1,1,45.45,411.75,1,1,0,1,0,0,0,0,0,0,0,1,363.6,45.4,1
0,0,0,0,2,1,1,45.85,105.6,1,1,0,1,0,0,0,0,0,0,0,1,91.7,45.8,0
0,0,1,0,56,1,0,103.2,5744.35,1,0,1,2,2,0,0,1,1,1,1,5,5779.2,20.64,0
0,0,0,0,3,0,0,25.25,58.9,1,1,0,0,0,0,0,0,0,0,0,1,75.75,25.22,0
1,0,0,1,20,1,1,19.4,374.5,0,0,0,1,0,0,0,0,0,0,0,0,388.0,19400.0,0
1,0,0,0,1,1,1,84.85,84.85,1,0,1,1,0,0,0,1,0,1,0,3,84.85,28.27,0
0,0,1,0,71,1,0,25.0,1753.0,0,0,0,2,2,0,0,0,0,0,0,0,1775.0,25000.0,0
0,0,1,1,53,1,0,19.55,1007.9,0,0,0,1,1,0,0,0,0,0,0,0,1036.15,19550.0,1
0,1,0,0,28,1,0,64.45,1867.6,1,1,0,2,0,0,1,1,1,0,0,4,1804.6000000000001,16.11,0
1,0,1,0,33,1,1,95.8,3036.75,1,0,1,1,1,0,0,1,0,1,1,4,3161.4,23.94,0
1,0,1,0,14,1,0,44.6,641.25,1,1,0,1,1,0,0,0,0,0,0,1,624.4,44.56,0
0,0,0,0,21,1,1,99.15,1956.4,1,0,1,1,0,0,1,0,1,1,1,5,2082.15,19.83,0
1,1,0,0,27,1,1,81.45,2122.05,1,0,1,2,0,0,1,0,0,0,0,2,2199.15,40.7,0
1,0,0,0,17,1,0,19.15,343.45,0,0,0,1,2,0,0,0,0,0,0,0,325.54999999999995,19150.0,0
1,0,1,0,72,1,1,108.95,7875.0,1,0,1,2,2,1,1,0,1,1,1,6,7844.400000000001,18.16,0
1,1,0,1,7,1,1,45.75,344.2,1,1,0,1,0,0,0,0,0,0,0,1,320.25,45.7,0
1,0,0,0,5,1,0,96.5,492.55,1,0,1,1,0,0,0,1,0,1,1,4,482.5,24.12,0
0,0,0,1,65,0,0,45.25,2933.95,1,1,0,0,2,0,1,0,1,1,0,4,2941.25,11.31,0
0,0,1,1,12,1,1,84.5,916.9,1,0,1,2,0,0,1,1,0,0,0,3,1014.0,28.16,1
0,0,0,0,11,1,0,76.4,838.7,1,0,1,1,0,1,0,0,0,0,0,2,840.4000000000001,38.18,0
1,0,0,0,1,1,1,45.65,45.65,1,1,0,1,0,0,0,0,0,0,0,1,45.65,45.6,0
0,0,0,0,70,1,0,89.75,6367.2,1,1,0,2,2,1,1,1,1,1,1,7,6282.5,12.82,0
1,0,0,1,28,1,1,54.4,1516.6,1,1,0,1,1,0,1,0,1,0,0,3,1523.2,18.13,0
0,0,0,0,62,0,1,43.6,2748.7,1,1,0,0,2,0,1,1,0,0,1,4,2703.2000000000003,10.9,0
1,1,1,1,32,1,1,93.95,2861.45,1,0,1,1,0,0,1,0,0,1,1,4,3006.4,23.48,1
1,0,0,0,52,1,1,103.05,5364.8,1,0,1,2,0,0,1,1,0,1,1,5,5358.599999999999,20.61,0
1,0,0,0,7,1,1,85.2,602.55,1,0,1,2,0,0,0,0,0,0,1,2,596.4,42.58,0
0,0,1,1,69,1,0,73.7,4885.85,1,1,0,2,1,1,1,0,1,1,0,5,5085.3,14.74,1
0,0,0,0,3,1,1,80.5,232.35,1,0,1,1,0,0,0,0,0,1,0,2,241.5,40.23,0
0,0,0,0,4,1,1,79.15,317.25,1,0,1,1,0,0,0,0,0,0,1,2,316.6,39.56,0
0,0,1,0,71,1,0,81.85,5924.4,1,1,0,1,2,1,0,1,1,1,1,6,5811.349999999999,13.64,0
1,0,0,0,16,1,0,20.25,327.45,0,0,0,1,0,0,0,0,0,0,0,0,324.0,20250.0,0
1,0,0,0,1,1,0,50.8,50.8,1,1,0,1,0,0,1,0,0,0,0,2,50.8,25.39,0
1,0,0,0,9,1,0,19.7,180.7,0,0,0,1,0,0,0,0,0,0,0,0,177.29999999999998,19700.0,0
1,1,0,0,30,1,1,74.75,2111.3,1,1,0,1,0,1,1,0,0,1,1,5,2242.5,14.95,0
0,0,1,1,64,1,0,19.8,1336.65,0,0,0,1,1,0,0,0,0,0,0,0,1267.2,19800.0,1
1,0,1,1,59,1,1,111.1,6555.2,1,0,1,2,2,1,1,0,1,1,1,6,6554.9,18.51,1
1,0,1,1,52,0,0,44.25,2276.1,1,1,0,0,1,1,0,1,0,0,1,4,2301.0,11.06,1
1,0,1,1,18,1,0,20.05,345.9,0,0,0,1,1,0,0,0,0,0,0,0,360.90000000000003,20050.0,1
1,0,1,1,12,1,1,24.0,269.65,0,0,0,2,2,0,0,0,0,0,0,0,288.0,24000.0,1
0,0,1,1,60,0,0,59.85,3590.2,1,1,0,0,2,1,0,1,1,1,1,6,3591.0,9.97,1
1,0,0,1,3,1,0,55.9,157.55,1,1,0,1,0,1,0,1,0,0,0,3,167.7,18.63,0
1,0,1,1,7,1,0,44.75,333.65,1,1,0,1,0,0,0,0,0,0,0,1,313.25,44.71,1
1,0,1,1,34,1,0,20.8,635.9,0,0,0,1,0,0,0,0,0,0,0,0,707.2,20800.0,1
1,0,0,0,4,1,0,25.25,101.9,0,0,0,2,0,0,0,0,0,0,0,0,101.0,25250.0,0
0,0,0,0,3,1,1,75.8,246.3,1,0,1,2,0,0,0,0,0,0,0,1,227.39999999999998,75.72,0
1,0,0,0,9,1,0,20.25,178.5,0,0,0,1,0,0,0,0,0,0,0,0,182.25,20250.0,0
1,0,0,0,7,1,0,23.5,173.0,0,0,0,2,0,0,0,0,0,0,0,0,164.5,23500.0,0
0,0,0,0,10,0,0,40.7,449.3,1,1,0,0,0,1,1,1,0,0,0,4,407.0,10.17,0
0,1,0,0,2,1,1,44.3,89.3,1,1,0,1,0,0,0,0,0,0,0,1,88.6,44.26,0
0,0,0,0,27,1,1,94.55,2724.6,1,0,1,2,0,0,0,0,0,1,1,3,2552.85,31.51,0
0,0,0,0,16,1,1,50.15,762.25,1,1,0,1,0,1,0,0,0,0,0,2,802.4,25.06,0
1,0,0,0,21,0,1,43.55,1011.5,1,1,0,0,0,1,0,0,1,1,0,4,914.55,10.88,0
0,0,0,0,4,1,1,70.05,266.9,1,0,1,1,0,0,0,0,0,0,0,1,280.2,69.98,0
0,0,0,0,29,1,0,67.45,1801.1,1,1,0,2,0,1,1,0,1,0,0,4,1956.0500000000002,16.86,0
1,0,0,0,35,1,0,20.6,754.0,0,0,0,1,1,0,0,0,0,0,0,0,721.0,20600.0,0
0,0,0,0,1,1,0,20.9,20.9,0,0,0,1,0,0,0,0,0,0,0,0,20.9,20900.0,0
1,0,0,0,9,1,0,64.95,547.8,1,1,0,1,0,1,0,0,1,0,1,4,584.5500000000001,16.23,0
0,0,0,1,22,0,1,49.45,1031.4,1,1,0,0,1,0,0,1,0,1,1,4,1087.9,12.36,0
0,0,0,0,8,1,0,44.45,369.3,1,1,0,1,0,0,0,0,0,0,0,1,355.6,44.41,0
0,0,1,0,27,1,0,95.0,2462.55,1,0,1,2,0,0,0,0,0,1,1,3,2565.0,31.66,0
1,0,1,0,45,1,1,107.75,4882.8,1,0,1,2,0,0,1,1,0,1,1,5,4848.75,21.55,0
0,0,0,0,54,1,1,20.5,1035.7,0,0,0,1,2,0,0,0,0,0,0,0,1107.0,20500.0,0
1,0,0,0,69,1,1,19.3,1447.9,0,0,0,1,2,0,0,0,0,0,0,0,1331.7,19300.0,0
1,0,1,1,62,1,0,20.05,1263.9,0,0,0,1,2,0,0,0,0,0,0,0,1243.1000000000001,20050.0,1
1,0,0,0,7,1,1,74.9,490.55,1,0,1,1,0,0,0,1,0,0,0,2,524.3000000000001,37.43,0
0,0,0,0,29,1,1,74.2,1993.25,1,0,1,2,0,0,0,0,0,0,0,1,2151.8,74.13,0
1,1,1,0,72,1,1,116.05,8404.9,1,0,1,2,2,1,1,1,1,1,1,7,8355.6,16.58,0
1,0,0,0,53,1,1,73.9,3958.25,1,1,0,2,2,0,1,1,1,0,1,5,3916.7000000000003,14.78,0
0,1,1,0,1,1,1,90.6,90.6,1,0,1,2,0,0,1,0,0,1,0,3,90.6,30.19,0
0,0,1,1,67,1,1,24.9,1680.25,0,0,0,2,2,0,0,0,0,0,0,0,1668.3,24900.0,1
1,0,0,0,54,1,0,89.4,4869.5,1,0,1,2,0,0,0,1,0,0,1,3,4827.6,29.79,0
0,0,1,1,72,1,1,74.35,5237.4,1,1,0,1,2,1,1,1,1,0,1,6,5353.2,12.39,1
1,0,1,1,13,1,0,61.8,750.1,1,1,0,1,0,0,1,1,1,0,0,4,803.4,15.45,1
0,0,0,0,68,1,1,82.45,5646.6,1,1,0,1,2,1,1,1,1,1,1,7,5606.6,11.78,0
1,0,0,0,17,1,0,93.85,1625.65,1,0,1,1,0,1,0,0,0,1,1,4,1595.4499999999998,23.46,0
0,0,1,0,4,0,1,29.05,129.6,1,1,0,0,0,1,0,0,0,0,0,2,116.2,14.52,0
1,0,1,1,69,1,1,79.2,5420.65,1,0,1,2,2,0,0,1,0,0,0,2,5464.8,39.58,1
0,0,1,1,64,1,1,53.85,3399.85,1,1,0,2,1,0,1,0,0,0,0,2,3446.4,26.91,1
1,0,0,1,23,0,0,40.65,947.4,1,1,0,0,1,1,1,0,1,0,0,4,934.9499999999999,10.16,0
1,1,1,0,7,1,1,75.4,533.05,1,0,1,2,0,0,0,0,0,0,0,1,527.8000000000001,75.32,0
1,0,1,0,71,1,1,93.25,6669.45,1,0,1,2,0,0,1,1,0,0,1,4,6620.75,23.31,0
1,0,0,0,26,1,0,20.9,518.3,0,0,0,1,0,0,0,0,0,0,0,0,543.4,20900.0,0
1,0,0,0,1,1,0,84.5,84.5,1,0,1,2,0,0,0,0,0,1,0,2,84.5,42.23,0
0,0,0,0,1,1,0,20.3,20.3,0,0,0,1,0,0,0,0,0,0,0,0,20.3,20300.0,0
0,0,1,0,69,1,1,85.4,5869.4,1,0,1,2,0,0,1,1,0,0,0,3,5892.6,28.46,0
1,0,1,0,17,1,0,64.8,1175.6,1,1,0,1,1,1,1,0,0,0,1,4,1101.6,16.2,0
0,1,0,0,1,0,1,25.8,25.8,1,1,0,0,0,0,0,0,0,0,0,1,25.8,25.77,0
0,0,1,0,9,1,0,91.75,865.8,1,0,1,2,0,1,1,1,0,0,0,4,825.75,22.93,0
1,0,0,0,32,1,1,93.4,2979.3,1,0,1,1,0,1,1,1,0,0,1,5,2988.8,18.68,0
0,0,1,0,3,1,1,75.85,256.6,1,0,1,2,0,0,0,0,0,0,0,1,227.54999999999998,75.77,0
1,0,1,1,72,1,0,103.95,7517.7,1,0,1,2,2,1,1,1,1,0,1,6,7484.400000000001,17.32,1
1,1,1,0,72,1,1,111.65,8022.85,1,0,1,2,2,0,1,1,1,1,1,6,8038.8,18.61,0
0,0,1,0,42,1,0,84.35,3571.6,1,1,0,2,2,1,0,1,1,1,1,6,3542.7,14.06,0
1,0,1,1,43,1,1,79.15,3566.6,1,1,0,1,2,1,0,1,1,1,1,6,3403.4500000000003,13.19,1
0,0,1,0,71,1,1,104.1,7412.25,1,0,1,2,1,1,0,1,0,1,1,5,7391.099999999999,20.82,0
1,0,1,1,72,1,0,24.3,1643.25,0,0,0,2,2,0,0,0,0,0,0,0,1749.6000000000001,24300.0,1
0,0,1,0,25,1,1,74.6,1797.75,1,0,1,1,0,0,0,1,0,0,0,2,1864.9999999999998,37.28,0
1,0,1,0,37,1,1,90.35,3419.3,1,0,1,1,0,0,0,1,1,0,1,4,3342.95,22.58,0
1,0,1,1,31,1,1,20.65,702.05,0,0,0,1,0,0,0,0,0,0,0,0,640.15,20650.0,1
0,0,1,1,23,1,0,20.05,415.1,0,0,0,1,1,0,0,0,0,0,0,0,461.15000000000003,20050.0,1
0,0,1,1,49,0,1,35.8,1782.0,1,1,0,0,1,1,0,0,1,0,0,3,1754.1999999999998,11.93,1
0,0,0,0,35,1,1,62.1,2096.1,1,1,0,1,0,0,0,1,0,0,1,3,2173.5,20.69,0
0,0,0,1,8,1,0,20.05,163.6,0,0,0,1,0,0,0,0,0,0,0,0,160.4,20050.0,0
0,0,1,0,53,1,1,93.45,4872.2,1,0,1,1,1,0,0,0,1,1,1,4,4952.85,23.36,0
0,0,1,1,24,0,1,52.5,1208.15,1,1,0,0,2,1,1,1,1,0,1,6,1260.0,8.75,1
1,0,0,1,70,1,1,114.6,7882.5,1,0,1,2,2,1,1,1,1,1,1,7,8022.0,16.37,0
0,0,0,0,56,1,1,106.6,5893.95,1,0,1,2,0,1,1,0,0,1,1,5,5969.599999999999,21.32,0
1,0,1,1,28,1,0,92.9,2768.35,1,0,1,1,1,0,1,1,1,1,0,5,2601.2000000000003,18.58,1
0,0,1,1,49,1,1,95.4,4613.95,1,0,1,2,0,0,0,0,0,1,1,3,4674.6,31.79,1
1,0,0,0,1,1,1,20.45,20.45,0,0,0,1,0,0,0,0,0,0,0,0,20.45,20450.0,0
1,0,1,0,61,1,0,94.15,5731.85,1,0,1,1,0,0,1,1,1,0,1,5,5743.150000000001,18.83,0
1,0,0,0,24,1,1,84.85,2048.8,1,0,1,2,0,0,1,1,0,0,0,3,2036.3999999999999,28.27,0
1,0,0,0,41,1,1,25.25,996.45,0,0,0,2,0,0,0,0,0,0,0,0,1035.25,25250.0,0
0,0,1,1,2,1,1,73.55,145.4,1,0,1,1,0,0,1,0,0,0,0,2,147.1,36.76,1
0,0,0,0,3,1,0,18.8,56.0,0,0,0,1,0,0,0,0,0,0,0,0,56.400000000000006,18800.0,0
1,0,0,0,1,1,0,19.95,19.95,0,0,0,1,0,0,0,0,0,0,0,0,19.95,19950.0,0
1,0,0,0,14,0,1,31.1,419.7,1,1,0,0,0,0,1,0,0,0,0,2,435.40000000000003,15.54,0
1,0,0,0,46,0,0,33.7,1537.85,1,1,0,0,1,0,0,1,1,0,0,3,1550.2,11.23,0
1,0,1,1,58,1,0,71.6,4230.25,1,1,0,2,2,1,1,1,1,0,0,5,4152.799999999999,14.32,1
1,0,0,1,41,1,0,70.2,2894.55,1,1,0,1,1,1,1,1,0,1,0,5,2878.2000000000003,14.04,0
1,0,0,1,1,1,1,49.9,49.9,1,1,0,1,0,0,1,0,0,0,0,2,49.9,24.94,0
0,0,0,0,61,1,1,103.95,6423.0,1,0,1,2,1,0,1,1,0,1,1,5,6340.95,20.79,0
0,0,1,1,12,0,0,33.15,444.75,1,1,0,0,1,1,0,0,1,0,0,3,397.79999999999995,11.05,1
1,0,0,0,10,1,1,86.05,834.1,1,0,1,2,0,0,0,0,0,1,0,2,860.5,43.0,0
0,0,1,0,57,1,1,104.5,5921.35,1,0,1,2,0,0,1,1,0,1,1,5,5956.5,20.9,0
0,0,1,0,71,1,1,25.95,1801.9,0,0,0,2,2,0,0,0,0,0,0,0,1842.45,25950.0,0
1,0,1,0,50,0,1,44.45,2188.45,1,1,0,0,1,1,0,0,1,1,0,4,2222.5,11.11,0
0,1,1,0,20,1,1,91.0,1859.5,1,0,1,1,1,0,0,0,0,1,1,3,1820.0,30.32,0
1,0,0,0,22,1,0,20.3,475.1,0,0,0,1,1,0,0,0,0,0,0,0,446.6,20300.0,0
1,0,1,1,72,1,1,104.9,7559.55,1,0,1,1,2,1,0,1,1,1,1,6,7552.8,17.48,1
0,0,1,1,65,1,0,109.3,7337.55,1,0,1,2,2,1,0,1,1,1,1,6,7104.5,18.21,1
1,0,1,0,69,1,1,107.2,7317.1,1,0,1,2,1,1,1,1,1,0,1,6,7396.8,17.86,0
0,0,1,1,16,0,1,35.5,552.7,1,1,0,0,0,0,0,0,0,0,1,2,568.0,17.74,1
1,0,0,0,24,1,1,49.55,1210.4,1,1,0,1,0,1,0,0,0,0,0,2,1189.1999999999998,24.76,0
0,1,1,0,70,1,1,92.2,6474.45,1,1,0,2,2,1,1,1,1,1,1,7,6454.0,13.17,0
1,0,1,1,4,1,0,44.8,169.65,1,1,0,1,0,0,0,0,0,0,0,1,179.2,44.76,1
1,0,1,0,18,1,1,73.15,1305.95,1,0,1,2,0,0,0,0,0,0,0,1,1316.7,73.08,0
1,0,1,1,71,1,0,19.8,1396.25,0,0,0,1,2,0,0,0,0,0,0,0,1405.8,19800.0,1
0,0,0,0,22,1,1,20.05,470.2,0,0,0,1,0,0,0,0,0,0,0,0,441.1,20050.0,0
1,0,0,0,62,1,0,102.0,6529.25,1,0,1,2,1,1,1,0,1,0,1,5,6324.0,20.4,0
0,0,1,1,23,1,1,91.1,2198.3,1,1,0,2,2,1,1,1,1,1,1,7,2095.2999999999997,13.01,1
0,0,1,1,33,1,1,79.15,2531.4,1,1,0,2,1,0,0,1,1,1,1,5,2611.9500000000003,15.83,1
1,0,1,1,68,1,0,62.65,4375.8,1,1,0,1,2,1,1,1,1,0,0,5,4260.2,12.53,1
1,0,1,1,71,1,0,89.9,6457.15,1,1,0,2,2,1,1,1,1,1,1,7,6382.900000000001,12.84,1
1,0,1,0,61,1,1,79.8,4914.8,1,1,0,2,1,0,1,1,0,1,1,5,4867.8,15.96,0
1,0,0,1,34,1,1,103.8,3470.8,1,0,1,2,1,1,1,0,0,1,1,5,3529.2,20.76,0
0,0,1,0,59,1,1,100.05,6034.85,1,0,1,1,2,0,1,0,1,1,1,5,5902.95,20.01,0
1,0,0,0,11,0,0,34.7,383.55,1,1,0,0,0,0,1,1,0,0,0,3,381.70000000000005,11.56,0
1,0,1,1,13,1,1,72.8,930.05,1,1,0,2,0,0,1,1,1,1,0,5,946.4,14.56,1
1,0,0,0,2,1,0,20.35,33.2,0,0,0,1,0,0,0,0,0,0,0,0,40.7,20350.0,0
0,0,1,1,29,1,0,26.1,692.55,0,0,0,2,2,0,0,0,0,0,0,0,756.9000000000001,26100.0,1
0,0,1,1,38,1,0,19.6,763.1,0,0,0,1,1,0,0,0,0,0,0,0,744.8000000000001,19600.0,1
0,0,1,1,24,1,0,19.7,452.55,0,0,0,1,2,0,0,0,0,0,0,0,472.79999999999995,19700.0,1
0,1,1,0,22,1,1,63.55,1381.8,1,1,0,2,0,1,1,0,1,0,0,4,1398.1,15.88,0
1,0,0,0,1,1,0,45.6,45.6,1,1,0,1,0,0,0,0,0,0,0,1,45.6,45.55,0
1,0,0,0,49,1,1,106.65,5168.1,1,0,1,2,1,0,1,0,1,1,1,5,5225.85,21.33,0
1,0,0,0,21,1,0,103.85,2215.0,1,0,1,2,0,1,0,1,0,1,1,5,2180.85,20.77,0
1,0,1,0,3,1,1,23.6,89.05,0,0,0,2,0,0,0,0,0,0,0,0,70.80000000000001,23600.0,0
0,0,1,1,9,1,1,55.3,501.2,1,1,0,2,0,0,1,0,0,0,0,2,497.7,27.64,1
0,0,1,1,16,1,0,19.7,301.55,0,0,0,1,2,0,0,0,0,0,0,0,315.2,19700.0,1
0,1,1,0,65,1,0,94.4,6126.15,1,0,1,1,0,1,1,1,0,0,1,5,6136.0,18.88,0
0,0,0,0,63,1,0,98.0,6218.45,1,0,1,2,2,1,1,1,0,1,0,5,6174.0,19.6,0
0,0,1,1,46,1,0,20.25,890.35,0,0,0,1,2,0,0,0,0,0,0,0,931.5,20250.0,1
1,0,0,0,72,1,1,19.8,1468.75,0,0,0,1,2,0,0,0,0,0,0,0,1425.6000000000001,19800.0,0
1,0,0,1,4,1,0,80.8,332.45,1,0,1,2,0,0,0,0,1,0,0,2,323.2,40.38,0
1,1,0,0,13,1,1,106.9,1364.3,1,0,1,2,0,0,1,1,0,1,1,5,1389.7,21.38,0
0,1,0,0,56,1,1,96.85,5219.65,1,0,1,2,0,1,1,0,0,0,1,4,5423.599999999999,24.21,0
1,0,1,0,31,1,1,79.3,2484.0,1,1,0,2,1,0,0,1,1,1,1,5,2458.2999999999997,15.86,0
0,0,0,0,1,0,1,34.7,34.7,1,1,0,0,0,0,0,0,0,1,0,2,34.7,17.34,0
1,0,0,0,1,1,1,59.85,59.85,1,1,0,2,0,0,0,0,0,1,0,2,59.85,29.91,0
